employee_id,role_id,role_name,division,grade,base_salary_usd,tenure_years,rating,manager_id
E00370,R004,SRE/DevOps Engineer,Engineering,2,100450,13.3,3,E00560
E00371,R004,SRE/DevOps Engineer,Engineering,1,71339,1.2,3,E00524
E00372,R004,SRE/DevOps Engineer,Engineering,3,133011,0.3,3,E00580
E00373,R004,SRE/DevOps Engineer,Engineering,3,147242,0.6,3,E00531
E00374,R004,SRE/DevOps Engineer,Engineering,1,74550,2.6,2,E00503
E00375,R004,SRE/DevOps Engineer,Engineering,1,79578,0.8,2,E00538
E00376,R004,SRE/DevOps Engineer,Engineering,1,87635,0.1,4,E00540
E00377,R004,SRE/DevOps Engineer,Engineering,2,96244,2.6,2,E00529
E00378,R004,SRE/DevOps Engineer,Engineering,2,109534,3.1,3,E00504
E00379,R004,SRE/DevOps Engineer,Engineering,1,88835,4.9,3,E00571
E00380,R004,SRE/DevOps Engineer,Engineering,2,96204,5.9,2,E00535
E00381,R004,SRE/DevOps Engineer,Engineering,2,109847,2.1,3,E00517
E00382,R004,SRE/DevOps Engineer,Engineering,1,83487,3.6,3,E00568
E00383,R004,SRE/DevOps Engineer,Engineering,2,113722,1.7,3,E00547
E00384,R004,SRE/DevOps Engineer,Engineering,2,104739,0.6,4,E00523
E00385,R004,SRE/DevOps Engineer,Engineering,1,83656,14.0,4,E00511
E00386,R004,SRE/DevOps Engineer,Engineering,1,87712,0.4,3,E00540
E00387,R004,SRE/DevOps Engineer,Engineering,3,117477,3.0,3,E00545
E00388,R004,SRE/DevOps Engineer,Engineering,2,90204,0.7,4,E00541
E00389,R004,SRE/DevOps Engineer,Engineering,1,76523,9.4,2,E00528
E00390,R004,SRE/DevOps Engineer,Engineering,3,144455,2.5,3,E00544
E00391,R004,SRE/DevOps Engineer,Engineering,3,144222,0.3,3,E00502
E00392,R004,SRE/DevOps Engineer,Engineering,1,76946,2.2,3,E00551
E00393,R004,SRE/DevOps Engineer,Engineering,1,70024,0.3,2,E00563
E00394,R004,SRE/DevOps Engineer,Engineering,1,73925,3.2,3,E00510
E00395,R004,SRE/DevOps Engineer,Engineering,1,76404,0.6,2,E00556
E00396,R004,SRE/DevOps Engineer,Engineering,1,86424,6.1,3,E00525
E00397,R004,SRE/DevOps Engineer,Engineering,1,81183,1.1,3,E00559
E00398,R004,SRE/DevOps Engineer,Engineering,3,128445,0.7,3,E00568
E00399,R004,SRE/DevOps Engineer,Engineering,2,90936,0.3,4,E00573
E00400,R004,SRE/DevOps Engineer,Engineering,2,97019,2.4,2,E00510
E00401,R004,SRE/DevOps Engineer,Engineering,1,71226,2.0,2,E00579
E00402,R004,SRE/DevOps Engineer,Engineering,2,108333,2.3,3,E00561
E00403,R004,SRE/DevOps Engineer,Engineering,1,77272,3.6,3,E00512
E00404,R004,SRE/DevOps Engineer,Engineering,1,71670,8.0,3,E00537
E00405,R004,SRE/DevOps Engineer,Engineering,3,136034,2.6,4,E00576
E00406,R004,SRE/DevOps Engineer,Engineering,3,146298,2.1,3,E00503
E00407,R004,SRE/DevOps Engineer,Engineering,2,109947,3.7,3,E00564
E00408,R004,SRE/DevOps Engineer,Engineering,1,87931,1.9,3,E00556
E00409,R004,SRE/DevOps Engineer,Engineering,1,78122,3.5,3,E00511
E00410,R004,SRE/DevOps Engineer,Engineering,2,114787,0.2,3,E00580
E00411,R004,SRE/DevOps Engineer,Engineering,2,90223,2.5,3,E00560
E00412,R004,SRE/DevOps Engineer,Engineering,2,110681,9.7,3,E00516
E00413,R004,SRE/DevOps Engineer,Engineering,3,126047,3.9,3,E00531
E00414,R004,SRE/DevOps Engineer,Engineering,1,77101,1.2,3,E00513
E00415,R004,SRE/DevOps Engineer,Engineering,1,86923,0.9,3,E00547
E00416,R004,SRE/DevOps Engineer,Engineering,2,104205,3.4,3,E00529
E00417,R004,SRE/DevOps Engineer,Engineering,3,149967,1.8,3,E00522
E00418,R004,SRE/DevOps Engineer,Engineering,3,124359,4.3,3,E00505
E00419,R004,SRE/DevOps Engineer,Engineering,3,117080,10.9,3,E00527
E00420,R004,SRE/DevOps Engineer,Engineering,2,105766,4.6,4,E00546
E00421,R004,SRE/DevOps Engineer,Engineering,1,78650,2.9,3,E00555
E00422,R004,SRE/DevOps Engineer,Engineering,2,104290,7.2,3,E00514
E00423,R004,SRE/DevOps Engineer,Engineering,2,102080,2.0,3,E00547
E00424,R004,SRE/DevOps Engineer,Engineering,1,85036,0.7,4,E00542
E00425,R004,SRE/DevOps Engineer,Engineering,1,88899,1.4,3,E00549
E00426,R004,SRE/DevOps Engineer,Engineering,2,110577,2.2,3,E00566
E00427,R004,SRE/DevOps Engineer,Engineering,2,107302,5.9,3,E00517
E00428,R004,SRE/DevOps Engineer,Engineering,2,105875,4.3,3,E00530
E00429,R004,SRE/DevOps Engineer,Engineering,2,112048,2.4,3,E00583
E00430,R004,SRE/DevOps Engineer,Engineering,2,97639,8.1,3,E00510
E00431,R004,SRE/DevOps Engineer,Engineering,3,128029,8.4,4,E00520
E00432,R004,SRE/DevOps Engineer,Engineering,1,88245,1.8,4,E00534
E00433,R004,SRE/DevOps Engineer,Engineering,1,85636,0.2,2,E00508
E00434,R004,SRE/DevOps Engineer,Engineering,2,99515,4.7,3,E00554
E00435,R004,SRE/DevOps Engineer,Engineering,3,142690,3.5,3,E00502
E00436,R004,SRE/DevOps Engineer,Engineering,3,130556,11.8,3,E00578
E00437,R004,SRE/DevOps Engineer,Engineering,1,72829,0.2,3,E00551
E00438,R005,QA/Test Engineer,Engineering,1,86621,3.9,3,E00505
E00439,R005,QA/Test Engineer,Engineering,2,111878,7.6,4,E00581
E00440,R005,QA/Test Engineer,Engineering,3,139608,0.9,4,E00583
E00441,R005,QA/Test Engineer,Engineering,2,100339,3.4,3,E00520
E00442,R005,QA/Test Engineer,Engineering,2,113554,1.1,2,E00574
E00443,R005,QA/Test Engineer,Engineering,1,77161,2.7,4,E00522
E00444,R005,QA/Test Engineer,Engineering,3,142395,2.1,4,E00558
E00445,R005,QA/Test Engineer,Engineering,2,93018,2.1,3,E00577
E00446,R005,QA/Test Engineer,Engineering,2,110452,2.2,3,E00578
E00447,R005,QA/Test Engineer,Engineering,2,105796,0.7,3,E00551
E00448,R005,QA/Test Engineer,Engineering,3,124187,2.3,2,E00504
E00449,R005,QA/Test Engineer,Engineering,1,88980,2.6,3,E00552
E00450,R005,QA/Test Engineer,Engineering,3,129081,1.2,2,E00526
E00451,R005,QA/Test Engineer,Engineering,1,89596,6.8,3,E00521
E00452,R005,QA/Test Engineer,Engineering,2,98083,0.0,4,E00552
E00453,R005,QA/Test Engineer,Engineering,2,93957,6.9,4,E00529
E00454,R005,QA/Test Engineer,Engineering,1,76270,6.6,3,E00512
E00455,R005,QA/Test Engineer,Engineering,2,95644,2.3,4,E00518
E00456,R005,QA/Test Engineer,Engineering,1,80005,3.5,3,E00537
E00457,R005,QA/Test Engineer,Engineering,1,83491,0.9,3,E00539
E00458,R005,QA/Test Engineer,Engineering,1,72288,1.3,3,E00505
E00459,R005,QA/Test Engineer,Engineering,2,95156,0.0,3,E00566
E00460,R005,QA/Test Engineer,Engineering,1,88673,4.1,3,E00551
E00461,R005,QA/Test Engineer,Engineering,1,85300,11.6,3,E00510
E00462,R005,QA/Test Engineer,Engineering,1,82458,13.1,3,E00528
E00463,R005,QA/Test Engineer,Engineering,2,108403,0.0,2,E00564
E00464,R005,QA/Test Engineer,Engineering,2,107289,2.7,3,E00567
E00465,R005,QA/Test Engineer,Engineering,1,77637,12.9,2,E00506
E00466,R005,QA/Test Engineer,Engineering,2,93029,1.9,2,E00542
E00467,R005,QA/Test Engineer,Engineering,1,70304,1.1,4,E00512
E00468,R005,QA/Test Engineer,Engineering,1,79934,0.4,3,E00573
E00469,R005,QA/Test Engineer,Engineering,2,103178,2.6,3,E00577
E00470,R005,QA/Test Engineer,Engineering,3,141249,4.0,4,E00539
E00471,R005,QA/Test Engineer,Engineering,1,85864,4.2,3,E00521
E00472,R005,QA/Test Engineer,Engineering,2,105666,0.2,3,E00509
E00473,R005,QA/Test Engineer,Engineering,2,105591,1.1,4,E00553
E00474,R005,QA/Test Engineer,Engineering,2,99374,3.4,3,E00546
E00475,R005,QA/Test Engineer,Engineering,3,144079,6.7,3,E00543
E00476,R005,QA/Test Engineer,Engineering,2,112398,1.1,3,E00505
E00477,R005,QA/Test Engineer,Engineering,1,70573,3.3,3,E00519
E00478,R005,QA/Test Engineer,Engineering,3,123491,3.1,3,E00516
E00479,R005,QA/Test Engineer,Engineering,2,94297,0.6,3,E00550
E00480,R005,QA/Test Engineer,Engineering,2,99067,3.1,4,E00570
E00481,R005,QA/Test Engineer,Engineering,1,74663,15.0,4,E00577
E00482,R005,QA/Test Engineer,Engineering,2,113498,5.3,3,E00576
E00483,R005,QA/Test Engineer,Engineering,2,113213,4.0,3,E00521
E00484,R005,QA/Test Engineer,Engineering,2,99176,0.5,3,E00547
E00485,R005,QA/Test Engineer,Engineering,2,106848,0.4,4,E00520
E00486,R005,QA/Test Engineer,Engineering,2,96994,0.1,2,E00513
E00487,R005,QA/Test Engineer,Engineering,1,77164,9.5,4,E00527
E00488,R005,QA/Test Engineer,Engineering,1,75879,13.9,3,E00532
E00489,R005,QA/Test Engineer,Engineering,2,90212,15.0,2,E00585
E00490,R005,QA/Test Engineer,Engineering,3,147301,7.0,4,E00505
E00491,R005,QA/Test Engineer,Engineering,2,101221,2.4,2,E00557
E00492,R005,QA/Test Engineer,Engineering,1,83926,0.8,3,E00529
E00493,R005,QA/Test Engineer,Engineering,1,84913,6.5,3,E00533
E00494,R005,QA/Test Engineer,Engineering,1,84550,3.5,2,E00509
E00495,R005,QA/Test Engineer,Engineering,2,99616,5.8,4,E00523
E00496,R005,QA/Test Engineer,Engineering,1,89409,7.6,3,E00585
E00497,R005,QA/Test Engineer,Engineering,1,71454,0.3,3,E00563
E00498,R005,QA/Test Engineer,Engineering,1,89648,0.8,3,E00534
E00499,R005,QA/Test Engineer,Engineering,1,82081,0.4,4,E00521
E00500,R005,QA/Test Engineer,Engineering,2,111257,4.3,3,E00511
E00501,R005,QA/Test Engineer,Engineering,2,99044,4.4,4,E00550
E00502,R006,Engineering Manager,Engineering,4,179799,0.6,2,E00590
E00503,R006,Engineering Manager,Engineering,4,187994,0.0,3,E00595
E00504,R006,Engineering Manager,Engineering,4,160507,1.1,3,E00599
E00505,R006,Engineering Manager,Engineering,4,182750,2.8,3,E00591
E00506,R006,Engineering Manager,Engineering,4,153822,7.9,3,E00587
E00507,R006,Engineering Manager,Engineering,4,153632,3.6,3,E00599
E00508,R006,Engineering Manager,Engineering,4,177280,0.8,2,E00587
E00509,R006,Engineering Manager,Engineering,4,183652,3.7,3,E00596
E00510,R006,Engineering Manager,Engineering,4,179383,0.1,2,E00593
E00511,R006,Engineering Manager,Engineering,4,182706,0.8,3,E00588
E00512,R006,Engineering Manager,Engineering,4,179586,0.8,3,E00598
E00513,R006,Engineering Manager,Engineering,4,172343,3.4,3,E00594
E00514,R006,Engineering Manager,Engineering,4,176019,0.9,3,E00586
E00515,R006,Engineering Manager,Engineering,4,189710,3.7,3,E00595
E00516,R006,Engineering Manager,Engineering,4,150817,0.8,3,E00587
E00517,R006,Engineering Manager,Engineering,4,174811,5.4,4,E00588
E00518,R006,Engineering Manager,Engineering,4,156971,2.5,3,E00592
E00519,R006,Engineering Manager,Engineering,4,172767,0.8,3,E00594
E00520,R006,Engineering Manager,Engineering,4,176068,0.0,4,E00591
E00521,R006,Engineering Manager,Engineering,4,161228,4.0,3,E00590
E00522,R006,Engineering Manager,Engineering,4,177890,1.0,3,E00593
E00523,R006,Engineering Manager,Engineering,4,167912,0.1,3,E00586
E00524,R006,Engineering Manager,Engineering,4,185874,1.6,2,E00596
E00525,R006,Engineering Manager,Engineering,4,185435,1.2,3,E00590
E00526,R006,Engineering Manager,Engineering,4,180410,1.4,3,E00589
E00527,R006,Engineering Manager,Engineering,4,175246,6.7,3,E00592
E00528,R006,Engineering Manager,Engineering,4,160762,1.0,3,E00592
E00529,R006,Engineering Manager,Engineering,4,168086,0.5,3,E00589
E00530,R006,Engineering Manager,Engineering,4,161818,2.8,3,E00594
E00531,R006,Engineering Manager,Engineering,4,158645,0.8,3,E00591
E00532,R006,Engineering Manager,Engineering,4,179916,5.1,4,E00589
E00533,R006,Engineering Manager,Engineering,4,157664,7.2,2,E00599
E00534,R006,Engineering Manager,Engineering,4,161830,1.2,3,E00597
E00535,R006,Engineering Manager,Engineering,4,185514,1.9,3,E00588
E00536,R006,Engineering Manager,Engineering,4,180662,1.8,3,E00598
E00537,R006,Engineering Manager,Engineering,4,183256,0.7,3,E00598
E00538,R006,Engineering Manager,Engineering,4,168871,2.6,3,E00594
E00539,R006,Engineering Manager,Engineering,4,174107,2.8,3,E00589
E00540,R006,Engineering Manager,Engineering,4,160492,3.9,4,E00594
E00541,R006,Engineering Manager,Engineering,4,169526,12.2,4,E00587
E00542,R006,Engineering Manager,Engineering,4,184825,0.7,3,E00599
E00543,R006,Engineering Manager,Engineering,4,163545,0.7,3,E00587
E00544,R006,Engineering Manager,Engineering,4,160698,0.9,3,E00592
E00545,R006,Engineering Manager,Engineering,4,156747,11.3,3,E00597
E00546,R006,Engineering Manager,Engineering,4,167759,0.7,3,E00597
E00547,R006,Engineering Manager,Engineering,4,185925,0.9,3,E00590
E00548,R006,Engineering Manager,Engineering,4,181401,6.7,2,E00588
E00549,R006,Engineering Manager,Engineering,4,165603,3.7,2,E00586
E00550,R006,Engineering Manager,Engineering,4,177997,4.7,3,E00595
E00551,R006,Engineering Manager,Engineering,4,172335,1.4,3,E00598
E00552,R006,Engineering Manager,Engineering,4,184062,2.7,3,E00596
E00553,R006,Engineering Manager,Engineering,4,185267,3.0,3,E00593
E00554,R006,Engineering Manager,Engineering,4,156924,1.4,3,E00586
E00555,R006,Engineering Manager,Engineering,4,178264,3.2,3,E00594
E00556,R006,Engineering Manager,Engineering,4,186677,2.8,3,E00595
E00557,R006,Engineering Manager,Engineering,4,167823,2.2,3,E00592
E00558,R006,Engineering Manager,Engineering,4,157789,7.9,3,E00595
E00559,R006,Engineering Manager,Engineering,4,167517,2.1,3,E00598
E00560,R006,Engineering Manager,Engineering,4,152554,5.9,3,E00589
E00561,R006,Engineering Manager,Engineering,4,183755,2.1,4,E00592
E00562,R006,Engineering Manager,Engineering,4,166762,4.8,3,E00586
E00563,R006,Engineering Manager,Engineering,4,170312,0.2,3,E00596
E00564,R006,Engineering Manager,Engineering,4,165744,1.8,2,E00597
E00565,R006,Engineering Manager,Engineering,4,158140,2.0,3,E00599
E00566,R006,Engineering Manager,Engineering,4,160249,1.1,4,E00586
E00567,R006,Engineering Manager,Engineering,4,155937,4.5,3,E00593
E00568,R006,Engineering Manager,Engineering,4,184385,5.6,3,E00591
E00569,R006,Engineering Manager,Engineering,4,174849,1.5,3,E00596
E00570,R006,Engineering Manager,Engineering,4,176823,12.5,3,E00595
E00571,R006,Engineering Manager,Engineering,4,163173,8.4,3,E00589
E00572,R006,Engineering Manager,Engineering,4,189605,1.9,3,E00588
E00573,R006,Engineering Manager,Engineering,4,162076,4.5,3,E00590
E00574,R006,Engineering Manager,Engineering,4,175129,4.9,3,E00591
E00575,R006,Engineering Manager,Engineering,4,171518,0.7,3,E00591
E00576,R006,Engineering Manager,Engineering,4,178198,0.6,3,E00593
E00577,R006,Engineering Manager,Engineering,4,156731,3.0,3,E00587
E00578,R006,Engineering Manager,Engineering,4,157831,2.2,4,E00597
E00579,R006,Engineering Manager,Engineering,4,186207,2.5,3,E00593
E00580,R006,Engineering Manager,Engineering,4,185086,7.3,3,E00596
E00581,R006,Engineering Manager,Engineering,4,177121,5.4,2,E00590
E00582,R006,Engineering Manager,Engineering,4,159150,0.6,4,E00597
E00583,R006,Engineering Manager,Engineering,4,158054,1.8,3,E00588
E00584,R006,Engineering Manager,Engineering,4,184423,0.4,3,E00599
E00585,R006,Engineering Manager,Engineering,4,180712,1.3,3,E00598
E00586,R007,Engineering Director,Engineering,5,226723,4.0,3,E00600
E00587,R007,Engineering Director,Engineering,5,227171,4.8,2,E00600
E00588,R007,Engineering Director,Engineering,5,236069,1.5,3,E00600
E00589,R007,Engineering Director,Engineering,5,228298,7.3,3,E00600
E00590,R007,Engineering Director,Engineering,5,234968,1.8,3,E00600
E00591,R007,Engineering Director,Engineering,5,220047,1.7,3,E00600
E00592,R007,Engineering Director,Engineering,5,210110,2.1,3,E00600
E00593,R007,Engineering Director,Engineering,5,228126,5.9,3,E00600
E00594,R007,Engineering Director,Engineering,5,236760,6.9,3,E00600
E00595,R007,Engineering Director,Engineering,5,192039,1.6,3,E00600
E00596,R007,Engineering Director,Engineering,5,237481,0.2,3,E00600
E00597,R007,Engineering Director,Engineering,5,238040,2.3,3,E00600
E00598,R007,Engineering Director,Engineering,5,215414,0.3,3,E00600
E00599,R007,Engineering Director,Engineering,5,222915,1.7,3,E00600
E00600,R008,Engineering VP,Engineering,6,277357,0.2,3,E02001
E00601,R009,Enterprise Account Executive,Sales,2,94953,3.4,1,E00945
E00602,R009,Enterprise Account Executive,Sales,3,136482,0.3,4,E00953
E00603,R009,Enterprise Account Executive,Sales,1,80641,0.2,3,E00957
E00604,R009,Enterprise Account Executive,Sales,1,70048,5.0,3,E00972
E00605,R009,Enterprise Account Executive,Sales,1,81510,0.1,1,E00968
E00606,R009,Enterprise Account Executive,Sales,2,114051,3.7,3,E00970
E00607,R009,Enterprise Account Executive,Sales,3,145242,0.2,3,E00967
E00608,R009,Enterprise Account Executive,Sales,1,76568,0.5,4,E00979
E00609,R009,Enterprise Account Executive,Sales,2,108483,1.2,3,E00942
E00610,R009,Enterprise Account Executive,Sales,3,120310,3.6,3,E00985
E00611,R009,Enterprise Account Executive,Sales,3,120852,2.4,3,E00953
E00612,R009,Enterprise Account Executive,Sales,2,110400,4.4,3,E00936
E00613,R009,Enterprise Account Executive,Sales,1,85574,0.9,3,E00955
E00614,R009,Enterprise Account Executive,Sales,1,81712,0.7,4,E00951
E00615,R009,Enterprise Account Executive,Sales,2,99163,0.7,4,E00983
E00616,R009,Enterprise Account Executive,Sales,2,91900,7.9,4,E00941
E00617,R009,Enterprise Account Executive,Sales,2,90770,2.2,4,E00968
E00618,R009,Enterprise Account Executive,Sales,2,92038,1.6,5,E00970
E00619,R009,Enterprise Account Executive,Sales,2,97063,2.9,4,E00949
E00620,R009,Enterprise Account Executive,Sales,1,78904,11.4,5,E00977
E00621,R009,Enterprise Account Executive,Sales,2,114328,0.9,4,E00964
E00622,R009,Enterprise Account Executive,Sales,1,87998,4.1,2,E00940
E00623,R009,Enterprise Account Executive,Sales,2,91396,5.7,2,E00963
E00624,R009,Enterprise Account Executive,Sales,3,140044,0.7,2,E00986
E00625,R009,Enterprise Account Executive,Sales,1,88111,1.6,3,E00970
E00626,R009,Enterprise Account Executive,Sales,3,124704,4.8,3,E00955
E00627,R009,Enterprise Account Executive,Sales,1,77238,0.8,4,E00986
E00628,R009,Enterprise Account Executive,Sales,1,88642,0.4,3,E00957
E00629,R009,Enterprise Account Executive,Sales,3,127822,1.9,4,E00962
E00630,R009,Enterprise Account Executive,Sales,2,104195,2.2,2,E00972
E00631,R009,Enterprise Account Executive,Sales,3,123327,10.8,2,E00939
E00632,R009,Enterprise Account Executive,Sales,2,103458,9.0,2,E00944
E00633,R009,Enterprise Account Executive,Sales,1,86686,11.7,4,E00977
E00634,R009,Enterprise Account Executive,Sales,3,126281,3.6,3,E00942
E00635,R009,Enterprise Account Executive,Sales,2,106688,6.9,4,E00947
E00636,R009,Enterprise Account Executive,Sales,1,75816,3.0,2,E00942
E00637,R009,Enterprise Account Executive,Sales,1,74710,1.4,5,E00962
E00638,R009,Enterprise Account Executive,Sales,3,115780,7.1,4,E00948
E00639,R009,Enterprise Account Executive,Sales,1,70702,10.6,2,E00936
E00640,R009,Enterprise Account Executive,Sales,2,93762,0.6,3,E00946
E00641,R009,Enterprise Account Executive,Sales,1,73843,0.5,2,E00984
E00642,R009,Enterprise Account Executive,Sales,2,95959,1.8,2,E00966
E00643,R009,Enterprise Account Executive,Sales,3,115006,3.4,3,E00960
E00644,R009,Enterprise Account Executive,Sales,1,77695,0.3,2,E00970
E00645,R009,Enterprise Account Executive,Sales,1,77596,0.7,5,E00945
E00646,R009,Enterprise Account Executive,Sales,1,74497,1.1,4,E00958
E00647,R009,Enterprise Account Executive,Sales,1,72330,4.5,2,E00954
E00648,R009,Enterprise Account Executive,Sales,2,109212,0.9,2,E00977
E00649,R009,Enterprise Account Executive,Sales,3,135888,1.1,3,E00956
E00650,R009,Enterprise Account Executive,Sales,1,87195,3.0,4,E00968
E00651,R009,Enterprise Account Executive,Sales,1,77897,0.7,4,E00981
E00652,R009,Enterprise Account Executive,Sales,1,71403,5.0,2,E00973
E00653,R009,Enterprise Account Executive,Sales,1,74172,2.3,1,E00955
E00654,R009,Enterprise Account Executive,Sales,2,95439,6.2,4,E00937
E00655,R009,Enterprise Account Executive,Sales,2,109760,0.1,3,E00945
E00656,R009,Enterprise Account Executive,Sales,1,70787,0.6,2,E00971
E00657,R009,Enterprise Account Executive,Sales,3,115971,4.2,2,E00951
E00658,R009,Enterprise Account Executive,Sales,3,117010,2.1,2,E00971
E00659,R009,Enterprise Account Executive,Sales,2,108222,11.7,2,E00984
E00660,R009,Enterprise Account Executive,Sales,1,80115,0.1,2,E00940
E00661,R009,Enterprise Account Executive,Sales,1,77791,4.6,3,E00952
E00662,R009,Enterprise Account Executive,Sales,2,99120,5.9,3,E00982
E00663,R009,Enterprise Account Executive,Sales,1,82712,0.5,2,E00943
E00664,R009,Enterprise Account Executive,Sales,3,129593,5.7,4,E00943
E00665,R009,Enterprise Account Executive,Sales,3,142036,3.9,2,E00978
E00666,R009,Enterprise Account Executive,Sales,2,112549,4.7,4,E00935
E00667,R009,Enterprise Account Executive,Sales,1,88737,10.1,4,E00961
E00668,R009,Enterprise Account Executive,Sales,3,127920,0.1,2,E00956
E00669,R009,Enterprise Account Executive,Sales,2,98399,5.7,3,E00981
E00670,R009,Enterprise Account Executive,Sales,2,100315,1.0,2,E00989
E00671,R009,Enterprise Account Executive,Sales,1,88566,9.4,1,E00960
E00672,R009,Enterprise Account Executive,Sales,2,114577,0.7,5,E00940
E00673,R009,Enterprise Account Executive,Sales,1,72327,3.0,3,E00969
E00674,R009,Enterprise Account Executive,Sales,2,114906,0.5,2,E00982
E00675,R009,Enterprise Account Executive,Sales,3,124136,2.0,3,E00975
E00676,R009,Enterprise Account Executive,Sales,2,91161,1.1,1,E00953
E00677,R009,Enterprise Account Executive,Sales,3,146739,3.3,2,E00939
E00678,R009,Enterprise Account Executive,Sales,1,73673,4.7,3,E00979
E00679,R009,Enterprise Account Executive,Sales,1,74627,4.3,4,E00935
E00680,R009,Enterprise Account Executive,Sales,2,104604,8.0,3,E00954
E00681,R009,Enterprise Account Executive,Sales,1,81020,1.3,4,E00982
E00682,R009,Enterprise Account Executive,Sales,1,80656,11.0,3,E00973
E00683,R009,Enterprise Account Executive,Sales,3,120786,6.6,3,E00977
E00684,R009,Enterprise Account Executive,Sales,3,123285,0.5,2,E00978
E00685,R009,Enterprise Account Executive,Sales,2,108971,1.6,1,E00966
E00686,R009,Enterprise Account Executive,Sales,2,96028,11.5,3,E00948
E00687,R009,Enterprise Account Executive,Sales,3,148378,5.2,3,E00943
E00688,R009,Enterprise Account Executive,Sales,2,93006,1.7,2,E00978
E00689,R009,Enterprise Account Executive,Sales,2,112390,1.9,2,E00973
E00690,R009,Enterprise Account Executive,Sales,1,75526,0.7,2,E00951
E00691,R009,Enterprise Account Executive,Sales,1,84101,7.0,1,E00964
E00692,R009,Enterprise Account Executive,Sales,1,85611,2.6,3,E00976
E00693,R009,Enterprise Account Executive,Sales,2,102013,2.9,2,E00954
E00694,R009,Enterprise Account Executive,Sales,1,89801,0.1,2,E00950
E00695,R009,Enterprise Account Executive,Sales,3,139730,1.9,3,E00951
E00696,R009,Enterprise Account Executive,Sales,1,82143,3.1,4,E00982
E00697,R009,Enterprise Account Executive,Sales,2,101124,6.7,4,E00940
E00698,R009,Enterprise Account Executive,Sales,2,107287,0.5,3,E00982
E00699,R009,Enterprise Account Executive,Sales,1,84580,15.0,2,E00944
E00700,R009,Enterprise Account Executive,Sales,1,72151,3.7,3,E00981
E00701,R009,Enterprise Account Executive,Sales,3,124012,6.6,3,E00967
E00702,R009,Enterprise Account Executive,Sales,2,98813,7.7,2,E00981
E00703,R009,Enterprise Account Executive,Sales,2,91040,0.3,4,E00961
E00704,R009,Enterprise Account Executive,Sales,3,146858,0.0,2,E00985
E00705,R009,Enterprise Account Executive,Sales,3,140922,2.0,3,E00956
E00706,R009,Enterprise Account Executive,Sales,2,99583,0.6,4,E00943
E00707,R009,Enterprise Account Executive,Sales,1,70593,0.3,3,E00978
E00708,R009,Enterprise Account Executive,Sales,1,81866,0.9,3,E00978
E00709,R009,Enterprise Account Executive,Sales,1,79627,1.1,5,E00942
E00710,R009,Enterprise Account Executive,Sales,2,98723,2.0,4,E00948
E00711,R009,Enterprise Account Executive,Sales,1,87918,0.8,4,E00989
E00712,R009,Enterprise Account Executive,Sales,2,112871,4.4,3,E00944
E00713,R009,Enterprise Account Executive,Sales,1,78903,0.2,3,E00985
E00714,R009,Enterprise Account Executive,Sales,1,70325,7.7,3,E00975
E00715,R009,Enterprise Account Executive,Sales,2,107623,2.5,1,E00942
E00716,R010,Solutions Architect (Sales Eng.),Sales,1,82419,5.6,3,E00935
E00717,R010,Solutions Architect (Sales Eng.),Sales,2,114657,1.4,4,E00987
E00718,R010,Solutions Architect (Sales Eng.),Sales,1,76600,5.3,4,E00964
E00719,R010,Solutions Architect (Sales Eng.),Sales,3,115189,0.4,3,E00937
E00720,R010,Solutions Architect (Sales Eng.),Sales,3,126239,1.1,4,E00972
E00721,R010,Solutions Architect (Sales Eng.),Sales,1,77877,0.5,3,E00988
E00722,R010,Solutions Architect (Sales Eng.),Sales,1,78424,1.3,2,E00984
E00723,R010,Solutions Architect (Sales Eng.),Sales,3,131953,1.2,4,E00975
E00724,R010,Solutions Architect (Sales Eng.),Sales,2,99333,8.4,3,E00948
E00725,R010,Solutions Architect (Sales Eng.),Sales,1,74583,2.6,2,E00990
E00726,R010,Solutions Architect (Sales Eng.),Sales,2,110156,4.3,2,E00975
E00727,R010,Solutions Architect (Sales Eng.),Sales,1,87532,0.4,4,E00936
E00728,R010,Solutions Architect (Sales Eng.),Sales,3,146938,2.4,3,E00983
E00729,R010,Solutions Architect (Sales Eng.),Sales,2,101304,3.3,3,E00976
E00730,R010,Solutions Architect (Sales Eng.),Sales,2,91069,2.4,4,E00953
E00731,R010,Solutions Architect (Sales Eng.),Sales,1,77645,7.7,4,E00983
E00732,R010,Solutions Architect (Sales Eng.),Sales,2,105469,2.5,3,E00946
E00733,R010,Solutions Architect (Sales Eng.),Sales,1,77257,0.2,5,E00981
E00734,R010,Solutions Architect (Sales Eng.),Sales,2,94450,2.9,2,E00945
E00735,R010,Solutions Architect (Sales Eng.),Sales,2,103585,3.2,4,E00948
E00736,R010,Solutions Architect (Sales Eng.),Sales,2,90029,4.7,2,E00976
E00737,R010,Solutions Architect (Sales Eng.),Sales,3,117784,1.4,4,E00963
E00738,R010,Solutions Architect (Sales Eng.),Sales,1,82565,6.5,4,E00985
E00739,R010,Solutions Architect (Sales Eng.),Sales,1,78860,5.4,3,E00941
E00740,R010,Solutions Architect (Sales Eng.),Sales,1,73566,2.6,3,E00952
E00741,R010,Solutions Architect (Sales Eng.),Sales,2,104300,1.9,4,E00966
E00742,R010,Solutions Architect (Sales Eng.),Sales,1,81614,1.2,3,E00968
